,Long,Lat,title,datastreamName,datastreamDescription,observationType,unitOfCategory,phenomenonTime,resultTime,result,submitTime,imageStatus,parameters,licenseName,licenseURI,attributionDataSource,attributionDataAggregator,validationStatus,validationMethod,validationResult,qualityDescription,qualityGrade,observedPropertyName,observedPropertyDescription,observedPropertyDefinition,sensorName,sensorDescription,sensorEncodingType,sensorMetadata,locationName,locationDescription,locationEncodingType,latitude,longitude,volunteerName,volunteerDescription,volunteerProperties,featureName,featureDescription,featureEncodingType,featureLocation,type,coordinates
490,2.62748,9.3946,GLOBE Observer Mosquito Habitats,Moquito Habitats 59799301,All data on Mosquito Habitats from NA,Sensor,"Mosquito Habitat, NA, NC",9/21/2019 11:01,9/21/2019 0:00,https://data.globe.gov/system/photos/2019/09/21/1213338/original.jpg; https://data.globe.gov/system/photos/2019/09/21/1213339/original.jpg,2/22/2022 10:18,1,0,,https://www.globe.gov/documents/10157/2592674/GLOBE+Data+User+Guide_v1_final.pdf/863a971d-95c5-4dd9-b75c-46713f019088,User: 59799301,Global Learning and Observations to Benefit the Environment (GLOBE),1,Our Validation method is as follows: 1) GLOBE Observer App has its own validators to ensure the requested data type matches the received value. 2) GLOBE Observer Team validates the photos to ensure they are useful and match the area where the photographer took the photo. 3) Our pre-processing algorithms ensure values entered are appropriate and reasonable. Our code also creates quality assurance flag to allow Users to better summarize the data.,FALSE (Entries with their photos undergoing GLOBE's validation process will have a 'pending' code for their photos. NOTE: Some entries' photos will be listed as 'rejected'. Photos that pass our validation process will include GLOBE's URL to that photo),GLOBE Observer Data Guide: https://www.globe.gov/documents/10157/2592674/GLOBE+Data+User+Guide_v1_final.pdf/863a971d-95c5-4dd9-b75c-46713f019088 (Page 25),research,Mosquito Habitats,Mosquito Habitats as documented by a photo,https://observer.globe.gov/toolkit/mosquito-habitat-mapper-toolkit,,,,NC,31PDL591385,168556,GeoJSON,9.394599915,2.62748003,User: 59799301,Ecole Normale Supérieure de Natitingou,container: artificial,31PDL591385,168556,GeoJSON,"{'location.locationDetails.stationaryProperties.latitude': '9.3946', 'location.locationDetails.stationaryProperties.longitude': '2.62748'}",Point,"['2.62748', '9.3946']"
491,2.59025,6.53985,GLOBE Observer Mosquito Habitats,Moquito Habitats 59560401,All data on Mosquito Habitats from NA,Sensor,"Mosquito Habitat, NA, NC",9/9/2019 18:46,9/9/2019 0:00,,2/22/2022 10:18,1,12,,https://www.globe.gov/documents/10157/2592674/GLOBE+Data+User+Guide_v1_final.pdf/863a971d-95c5-4dd9-b75c-46713f019088,User: 59560401,Global Learning and Observations to Benefit the Environment (GLOBE),1,Our Validation method is as follows: 1) GLOBE Observer App has its own validators to ensure the requested data type matches the received value. 2) GLOBE Observer Team validates the photos to ensure they are useful and match the area where the photographer took the photo. 3) Our pre-processing algorithms ensure values entered are appropriate and reasonable. Our code also creates quality assurance flag to allow Users to better summarize the data.,FALSE (Entries with their photos undergoing GLOBE's validation process will have a 'pending' code for their photos. NOTE: Some entries' photos will be listed as 'rejected'. Photos that pass our validation process will include GLOBE's URL to that photo),GLOBE Observer Data Guide: https://www.globe.gov/documents/10157/2592674/GLOBE+Data+User+Guide_v1_final.pdf/863a971d-95c5-4dd9-b75c-46713f019088 (Page 25),research,Mosquito Habitats,Mosquito Habitats as documented by a photo,https://observer.globe.gov/toolkit/mosquito-habitat-mapper-toolkit,,,,NC,31NDH547229,167260,GeoJSON,6.539850235,2.590250015,User: 59560401,CEG Akpro- Missérété,container: natural,31NDH547229,167260,GeoJSON,"{'location.locationDetails.stationaryProperties.latitude': '6.53985', 'location.locationDetails.stationaryProperties.longitude': '2.59025'}",Point,"['2.59025', '6.53985']"
492,2.61833,6.50007,GLOBE Observer Mosquito Habitats,Moquito Habitats 60286801,All data on Mosquito Habitats from NA,Sensor,"Mosquito Habitat, NA, NC",9/28/2019 15:45,9/28/2019 0:00,,2/22/2022 10:18,1,2',,https://www.globe.gov/documents/10157/2592674/GLOBE+Data+User+Guide_v1_final.pdf/863a971d-95c5-4dd9-b75c-46713f019088,User: 60286801,Global Learning and Observations to Benefit the Environment (GLOBE),1,Our Validation method is as follows: 1) GLOBE Observer App has its own validators to ensure the requested data type matches the received value. 2) GLOBE Observer Team validates the photos to ensure they are useful and match the area where the photographer took the photo. 3) Our pre-processing algorithms ensure values entered are appropriate and reasonable. Our code also creates quality assurance flag to allow Users to better summarize the data.,FALSE (Entries with their photos undergoing GLOBE's validation process will have a 'pending' code for their photos. NOTE: Some entries' photos will be listed as 'rejected'. Photos that pass our validation process will include GLOBE's URL to that photo),GLOBE Observer Data Guide: https://www.globe.gov/documents/10157/2592674/GLOBE+Data+User+Guide_v1_final.pdf/863a971d-95c5-4dd9-b75c-46713f019088 (Page 25),research,Mosquito Habitats,Mosquito Habitats as documented by a photo,https://observer.globe.gov/toolkit/mosquito-habitat-mapper-toolkit,,,,NC,31NDH578185,169533,GeoJSON,6.500070095,2.618330002,User: 60286801,EduCare Bénin NGO,container: artificial,31NDH578185,169533,GeoJSON,"{'location.locationDetails.stationaryProperties.latitude': '6.50007', 'location.locationDetails.stationaryProperties.longitude': '2.61833'}",Point,"['2.61833', '6.50007']"
493,2.61742,6.50369,GLOBE Observer Mosquito Habitats,Moquito Habitats 59587001,All data on Mosquito Habitats from NA,Sensor,"Mosquito Habitat, NA, NC",9/5/2019 11:36,9/5/2019 0:00,,2/22/2022 10:18,1,0,,https://www.globe.gov/documents/10157/2592674/GLOBE+Data+User+Guide_v1_final.pdf/863a971d-95c5-4dd9-b75c-46713f019088,User: 59587001,Global Learning and Observations to Benefit the Environment (GLOBE),1,Our Validation method is as follows: 1) GLOBE Observer App has its own validators to ensure the requested data type matches the received value. 2) GLOBE Observer Team validates the photos to ensure they are useful and match the area where the photographer took the photo. 3) Our pre-processing algorithms ensure values entered are appropriate and reasonable. Our code also creates quality assurance flag to allow Users to better summarize the data.,FALSE (Entries with their photos undergoing GLOBE's validation process will have a 'pending' code for their photos. NOTE: Some entries' photos will be listed as 'rejected'. Photos that pass our validation process will include GLOBE's URL to that photo),GLOBE Observer Data Guide: https://www.globe.gov/documents/10157/2592674/GLOBE+Data+User+Guide_v1_final.pdf/863a971d-95c5-4dd9-b75c-46713f019088 (Page 25),research,Mosquito Habitats,Mosquito Habitats as documented by a photo,https://observer.globe.gov/toolkit/mosquito-habitat-mapper-toolkit,,,,NC,31NDH577189,166890,GeoJSON,6.503689766,2.617419958,User: 59587001,CEREID,container: artificial,31NDH577189,166890,GeoJSON,"{'location.locationDetails.stationaryProperties.latitude': '6.50369', 'location.locationDetails.stationaryProperties.longitude': '2.61742'}",Point,"['2.61742', '6.50369']"
494,1.98208,7.92551,GLOBE Observer Mosquito Habitats,Moquito Habitats 60093801,All data on Mosquito Habitats from NA,Sensor,"Mosquito Habitat, NA, NC",39:00.0,10/2/2019 0:00,https://data.globe.gov/system/photos/2019/10/02/1226630/original.jpg,2/22/2022 10:34,1,50,,https://www.globe.gov/documents/10157/2592674/GLOBE+Data+User+Guide_v1_final.pdf/863a971d-95c5-4dd9-b75c-46713f019088,User: 60093801,Global Learning and Observations to Benefit the Environment (GLOBE),1,Our Validation method is as follows: 1) GLOBE Observer App has its own validators to ensure the requested data type matches the received value. 2) GLOBE Observer Team validates the photos to ensure they are useful and match the area where the photographer took the photo. 3) Our pre-processing algorithms ensure values entered are appropriate and reasonable. Our code also creates quality assurance flag to allow Users to better summarize the data.,FALSE (Entries with their photos undergoing GLOBE's validation process will have a 'pending' code for their photos. NOTE: Some entries' photos will be listed as 'rejected'. Photos that pass our validation process will include GLOBE's URL to that photo),GLOBE Observer Data Guide: https://www.globe.gov/documents/10157/2592674/GLOBE+Data+User+Guide_v1_final.pdf/863a971d-95c5-4dd9-b75c-46713f019088 (Page 25),research,Mosquito Habitats,Mosquito Habitats as documented by a photo,https://observer.globe.gov/toolkit/mosquito-habitat-mapper-toolkit,,,,NC,31NCJ878762,168954,GeoJSON,7.92550993,1.982079983,User: 60093801,Benin GLOBE v-School,container: artificial,31NCJ878762,168954,GeoJSON,"{'location.locationDetails.stationaryProperties.latitude': '7.92551', 'location.locationDetails.stationaryProperties.longitude': '1.98208'}",Point,"['1.98208', '7.92551']"
495,2.62736,6.50822,GLOBE Observer Mosquito Habitats,Moquito Habitats 59561001,All data on Mosquito Habitats from NA,Sensor,"Mosquito Habitat, NA, NC",9/13/2019 13:51,9/13/2019 0:00,https://data.globe.gov/system/photos/2019/09/13/1202068/original.jpg,2/22/2022 10:18,1,25,,https://www.globe.gov/documents/10157/2592674/GLOBE+Data+User+Guide_v1_final.pdf/863a971d-95c5-4dd9-b75c-46713f019088,User: 59561001,Global Learning and Observations to Benefit the Environment (GLOBE),1,Our Validation method is as follows: 1) GLOBE Observer App has its own validators to ensure the requested data type matches the received value. 2) GLOBE Observer Team validates the photos to ensure they are useful and match the area where the photographer took the photo. 3) Our pre-processing algorithms ensure values entered are appropriate and reasonable. Our code also creates quality assurance flag to allow Users to better summarize the data.,FALSE (Entries with their photos undergoing GLOBE's validation process will have a 'pending' code for their photos. NOTE: Some entries' photos will be listed as 'rejected'. Photos that pass our validation process will include GLOBE's URL to that photo),GLOBE Observer Data Guide: https://www.globe.gov/documents/10157/2592674/GLOBE+Data+User+Guide_v1_final.pdf/863a971d-95c5-4dd9-b75c-46713f019088 (Page 25),research,Mosquito Habitats,Mosquito Habitats as documented by a photo,https://observer.globe.gov/toolkit/mosquito-habitat-mapper-toolkit,,,,NC,31NDH588194,167620,GeoJSON,6.508220196,2.627360106,User: 59561001,CEG TAKON,container: artificial,31NDH588194,167620,GeoJSON,"{'location.locationDetails.stationaryProperties.latitude': '6.50822', 'location.locationDetails.stationaryProperties.longitude': '2.62736'}",Point,"['2.62736', '6.50822']"
496,2.19374,7.77492,GLOBE Observer Mosquito Habitats,Moquito Habitats 60093001,All data on Mosquito Habitats from NA,Sensor,"Mosquito Habitat, NA, NC",9/21/2019 14:22,9/21/2019 0:00,https://data.globe.gov/system/photos/2019/09/21/1213509/original.jpg,2/22/2022 10:18,1,0,,https://www.globe.gov/documents/10157/2592674/GLOBE+Data+User+Guide_v1_final.pdf/863a971d-95c5-4dd9-b75c-46713f019088,User: 60093001,Global Learning and Observations to Benefit the Environment (GLOBE),1,Our Validation method is as follows: 1) GLOBE Observer App has its own validators to ensure the requested data type matches the received value. 2) GLOBE Observer Team validates the photos to ensure they are useful and match the area where the photographer took the photo. 3) Our pre-processing algorithms ensure values entered are appropriate and reasonable. Our code also creates quality assurance flag to allow Users to better summarize the data.,FALSE (Entries with their photos undergoing GLOBE's validation process will have a 'pending' code for their photos. NOTE: Some entries' photos will be listed as 'rejected'. Photos that pass our validation process will include GLOBE's URL to that photo),GLOBE Observer Data Guide: https://www.globe.gov/documents/10157/2592674/GLOBE+Data+User+Guide_v1_final.pdf/863a971d-95c5-4dd9-b75c-46713f019088 (Page 25),research,Mosquito Habitats,Mosquito Habitats as documented by a photo,https://observer.globe.gov/toolkit/mosquito-habitat-mapper-toolkit,,,,NC,31NDJ111595,168576,GeoJSON,7.774919987,2.193739891,User: 60093001,CEG1 Savalou,container: artificial,31NDJ111595,168576,GeoJSON,"{'location.locationDetails.stationaryProperties.latitude': '7.77492', 'location.locationDetails.stationaryProperties.longitude': '2.19374'}",Point,"['2.19374', '7.77492']"
497,2.62014,6.48922,GLOBE Observer Mosquito Habitats,Moquito Habitats 59557101,All data on Mosquito Habitats from NA,Sensor,"Mosquito Habitat, NA, NC",9/5/2019 15:42,9/5/2019 0:00,https://data.globe.gov/system/photos/2019/09/05/1192873/original.jpg; https://data.globe.gov/system/photos/2019/09/05/1192874/original.jpg; https://data.globe.gov/system/photos/2019/09/05/1192875/original.jpg; https://data.globe.gov/system/photos/2019/09/05/1192876/original.jpg; https://data.globe.gov/system/photos/2019/09/05/1192877/original.jpg,2/22/2022 10:18,1,0,,https://www.globe.gov/documents/10157/2592674/GLOBE+Data+User+Guide_v1_final.pdf/863a971d-95c5-4dd9-b75c-46713f019088,User: 59557101,Global Learning and Observations to Benefit the Environment (GLOBE),1,Our Validation method is as follows: 1) GLOBE Observer App has its own validators to ensure the requested data type matches the received value. 2) GLOBE Observer Team validates the photos to ensure they are useful and match the area where the photographer took the photo. 3) Our pre-processing algorithms ensure values entered are appropriate and reasonable. Our code also creates quality assurance flag to allow Users to better summarize the data.,FALSE (Entries with their photos undergoing GLOBE's validation process will have a 'pending' code for their photos. NOTE: Some entries' photos will be listed as 'rejected'. Photos that pass our validation process will include GLOBE's URL to that photo),GLOBE Observer Data Guide: https://www.globe.gov/documents/10157/2592674/GLOBE+Data+User+Guide_v1_final.pdf/863a971d-95c5-4dd9-b75c-46713f019088 (Page 25),research,Mosquito Habitats,Mosquito Habitats as documented by a photo,https://observer.globe.gov/toolkit/mosquito-habitat-mapper-toolkit,,,,NC,31NDH580173,166895,GeoJSON,6.489220142,2.620140076,User: 59557101,CEG Djegan Kpevi,container: artificial,31NDH580173,166895,GeoJSON,"{'location.locationDetails.stationaryProperties.latitude': '6.48922', 'location.locationDetails.stationaryProperties.longitude': '2.62014'}",Point,"['2.62014', '6.48922']"
498,1.97935,7.92821,GLOBE Observer Mosquito Habitats,Moquito Habitats 60093801,All data on Mosquito Habitats from NA,Sensor,"Mosquito Habitat, NA, NC",10/2/2019 9:35,10/2/2019 0:00,https://data.globe.gov/system/photos/2019/10/02/1226822/original.jpg,2/22/2022 10:34,1,60,,https://www.globe.gov/documents/10157/2592674/GLOBE+Data+User+Guide_v1_final.pdf/863a971d-95c5-4dd9-b75c-46713f019088,User: 60093801,Global Learning and Observations to Benefit the Environment (GLOBE),1,Our Validation method is as follows: 1) GLOBE Observer App has its own validators to ensure the requested data type matches the received value. 2) GLOBE Observer Team validates the photos to ensure they are useful and match the area where the photographer took the photo. 3) Our pre-processing algorithms ensure values entered are appropriate and reasonable. Our code also creates quality assurance flag to allow Users to better summarize the data.,FALSE (Entries with their photos undergoing GLOBE's validation process will have a 'pending' code for their photos. NOTE: Some entries' photos will be listed as 'rejected'. Photos that pass our validation process will include GLOBE's URL to that photo),GLOBE Observer Data Guide: https://www.globe.gov/documents/10157/2592674/GLOBE+Data+User+Guide_v1_final.pdf/863a971d-95c5-4dd9-b75c-46713f019088 (Page 25),research,Mosquito Habitats,Mosquito Habitats as documented by a photo,https://observer.globe.gov/toolkit/mosquito-habitat-mapper-toolkit,,,,NC,31NCJ875765,169373,GeoJSON,7.928209782,1.979349971,User: 60093801,Benin GLOBE v-School,still: lake/pond/swamp,31NCJ875765,169373,GeoJSON,"{'location.locationDetails.stationaryProperties.latitude': '7.92821', 'location.locationDetails.stationaryProperties.longitude': '1.97935'}",Point,"['1.97935', '7.92821']"
499,2.19374,7.77492,GLOBE Observer Mosquito Habitats,Moquito Habitats 60092601,All data on Mosquito Habitats from NA,Sensor,"Mosquito Habitat, NA, NC",9/21/2019 16:06,9/21/2019 0:00,https://data.globe.gov/system/photos/2019/09/21/1213613/original.jpg,2/22/2022 10:18,1,24,,https://www.globe.gov/documents/10157/2592674/GLOBE+Data+User+Guide_v1_final.pdf/863a971d-95c5-4dd9-b75c-46713f019088,User: 60092601,Global Learning and Observations to Benefit the Environment (GLOBE),1,Our Validation method is as follows: 1) GLOBE Observer App has its own validators to ensure the requested data type matches the received value. 2) GLOBE Observer Team validates the photos to ensure they are useful and match the area where the photographer took the photo. 3) Our pre-processing algorithms ensure values entered are appropriate and reasonable. Our code also creates quality assurance flag to allow Users to better summarize the data.,FALSE (Entries with their photos undergoing GLOBE's validation process will have a 'pending' code for their photos. NOTE: Some entries' photos will be listed as 'rejected'. Photos that pass our validation process will include GLOBE's URL to that photo),GLOBE Observer Data Guide: https://www.globe.gov/documents/10157/2592674/GLOBE+Data+User+Guide_v1_final.pdf/863a971d-95c5-4dd9-b75c-46713f019088 (Page 25),research,Mosquito Habitats,Mosquito Habitats as documented by a photo,https://observer.globe.gov/toolkit/mosquito-habitat-mapper-toolkit,,,,NC,31NDJ111595,168577,GeoJSON,7.774919987,2.193739891,User: 60092601,Complexe Catholique Saint Michel de Dassa,container: artificial,31NDJ111595,168577,GeoJSON,"{'location.locationDetails.stationaryProperties.latitude': '7.77492', 'location.locationDetails.stationaryProperties.longitude': '2.19374'}",Point,"['2.19374', '7.77492']"
500,2.62012,6.51093,GLOBE Observer Mosquito Habitats,Moquito Habitats 59561401,All data on Mosquito Habitats from NA,Sensor,"Mosquito Habitat, NA, NC",9/13/2019 11:30,9/13/2019 0:00,https://data.globe.gov/system/photos/2019/09/13/1201988/original.jpg,2/22/2022 10:18,1,25,,https://www.globe.gov/documents/10157/2592674/GLOBE+Data+User+Guide_v1_final.pdf/863a971d-95c5-4dd9-b75c-46713f019088,User: 59561401,Global Learning and Observations to Benefit the Environment (GLOBE),1,Our Validation method is as follows: 1) GLOBE Observer App has its own validators to ensure the requested data type matches the received value. 2) GLOBE Observer Team validates the photos to ensure they are useful and match the area where the photographer took the photo. 3) Our pre-processing algorithms ensure values entered are appropriate and reasonable. Our code also creates quality assurance flag to allow Users to better summarize the data.,FALSE (Entries with their photos undergoing GLOBE's validation process will have a 'pending' code for their photos. NOTE: Some entries' photos will be listed as 'rejected'. Photos that pass our validation process will include GLOBE's URL to that photo),GLOBE Observer Data Guide: https://www.globe.gov/documents/10157/2592674/GLOBE+Data+User+Guide_v1_final.pdf/863a971d-95c5-4dd9-b75c-46713f019088 (Page 25),research,Mosquito Habitats,Mosquito Habitats as documented by a photo,https://observer.globe.gov/toolkit/mosquito-habitat-mapper-toolkit,,,,NC,31NDH580197,167624,GeoJSON,6.510930061,2.620120049,User: 59561401,CEG TAKON,container: artificial,31NDH580197,167624,GeoJSON,"{'location.locationDetails.stationaryProperties.latitude': '6.51093', 'location.locationDetails.stationaryProperties.longitude': '2.62012'}",Point,"['2.62012', '6.51093']"
501,1.98208,7.9246,GLOBE Observer Mosquito Habitats,Moquito Habitats 60093001,All data on Mosquito Habitats from NA,Sensor,"Mosquito Habitat, NA, NC",10/2/2019 9:03,10/2/2019 0:00,https://data.globe.gov/system/photos/2019/10/02/1226726/original.jpg,2/22/2022 10:34,1,56,,https://www.globe.gov/documents/10157/2592674/GLOBE+Data+User+Guide_v1_final.pdf/863a971d-95c5-4dd9-b75c-46713f019088,User: 60093001,Global Learning and Observations to Benefit the Environment (GLOBE),1,Our Validation method is as follows: 1) GLOBE Observer App has its own validators to ensure the requested data type matches the received value. 2) GLOBE Observer Team validates the photos to ensure they are useful and match the area where the photographer took the photo. 3) Our pre-processing algorithms ensure values entered are appropriate and reasonable. Our code also creates quality assurance flag to allow Users to better summarize the data.,FALSE (Entries with their photos undergoing GLOBE's validation process will have a 'pending' code for their photos. NOTE: Some entries' photos will be listed as 'rejected'. Photos that pass our validation process will include GLOBE's URL to that photo),GLOBE Observer Data Guide: https://www.globe.gov/documents/10157/2592674/GLOBE+Data+User+Guide_v1_final.pdf/863a971d-95c5-4dd9-b75c-46713f019088 (Page 25),research,Mosquito Habitats,Mosquito Habitats as documented by a photo,https://observer.globe.gov/toolkit/mosquito-habitat-mapper-toolkit,,,,NC,31NCJ878761,169939,GeoJSON,7.924600124,1.982079983,User: 60093001,CEG1 Savalou,still: lake/pond/swamp,31NCJ878761,169939,GeoJSON,"{'location.locationDetails.stationaryProperties.latitude': '7.9246', 'location.locationDetails.stationaryProperties.longitude': '1.98208'}",Point,"['1.98208', '7.9246']"
502,2.46741,6.38505,GLOBE Observer Mosquito Habitats,Moquito Habitats 59538501,All data on Mosquito Habitats from NA,Sensor,"Mosquito Habitat, NA, NC",9/5/2019 9:48,9/5/2019 0:00,https://data.globe.gov/system/photos/2019/09/05/1192392/original.jpg,2/22/2022 10:18,1,4',,https://www.globe.gov/documents/10157/2592674/GLOBE+Data+User+Guide_v1_final.pdf/863a971d-95c5-4dd9-b75c-46713f019088,User: 59538501,Global Learning and Observations to Benefit the Environment (GLOBE),1,Our Validation method is as follows: 1) GLOBE Observer App has its own validators to ensure the requested data type matches the received value. 2) GLOBE Observer Team validates the photos to ensure they are useful and match the area where the photographer took the photo. 3) Our pre-processing algorithms ensure values entered are appropriate and reasonable. Our code also creates quality assurance flag to allow Users to better summarize the data.,FALSE (Entries with their photos undergoing GLOBE's validation process will have a 'pending' code for their photos. NOTE: Some entries' photos will be listed as 'rejected'. Photos that pass our validation process will include GLOBE's URL to that photo),GLOBE Observer Data Guide: https://www.globe.gov/documents/10157/2592674/GLOBE+Data+User+Guide_v1_final.pdf/863a971d-95c5-4dd9-b75c-46713f019088 (Page 25),research,Mosquito Habitats,Mosquito Habitats as documented by a photo,https://observer.globe.gov/toolkit/mosquito-habitat-mapper-toolkit,,,,NC,31NDH411058,166866,GeoJSON,6.38504982,2.467410088,User: 59538501,ONG HAPPY SCIENCE,still: lake/pond/swamp,31NDH411058,166866,GeoJSON,"{'location.locationDetails.stationaryProperties.latitude': '6.38505', 'location.locationDetails.stationaryProperties.longitude': '2.46741'}",Point,"['2.46741', '6.38505']"
503,2.62283,6.52631,GLOBE Observer Mosquito Habitats,Moquito Habitats 59586601,All data on Mosquito Habitats from NA,Sensor,"Mosquito Habitat, NA, NC",9/10/2019 11:56,9/10/2019 0:00,https://data.globe.gov/system/photos/2019/09/10/1198120/original.jpg; https://data.globe.gov/system/photos/2019/09/10/1198121/original.jpg; https://data.globe.gov/system/photos/2019/09/10/1198122/original.jpg; https://data.globe.gov/system/photos/2019/09/10/1198123/original.jpg,2/22/2022 10:18,1,0,,https://www.globe.gov/documents/10157/2592674/GLOBE+Data+User+Guide_v1_final.pdf/863a971d-95c5-4dd9-b75c-46713f019088,User: 59586601,Global Learning and Observations to Benefit the Environment (GLOBE),1,Our Validation method is as follows: 1) GLOBE Observer App has its own validators to ensure the requested data type matches the received value. 2) GLOBE Observer Team validates the photos to ensure they are useful and match the area where the photographer took the photo. 3) Our pre-processing algorithms ensure values entered are appropriate and reasonable. Our code also creates quality assurance flag to allow Users to better summarize the data.,FALSE (Entries with their photos undergoing GLOBE's validation process will have a 'pending' code for their photos. NOTE: Some entries' photos will be listed as 'rejected'. Photos that pass our validation process will include GLOBE's URL to that photo),GLOBE Observer Data Guide: https://www.globe.gov/documents/10157/2592674/GLOBE+Data+User+Guide_v1_final.pdf/863a971d-95c5-4dd9-b75c-46713f019088 (Page 25),research,Mosquito Habitats,Mosquito Habitats as documented by a photo,https://observer.globe.gov/toolkit/mosquito-habitat-mapper-toolkit,,,,NC,31NDH583214,167307,GeoJSON,6.526309967,2.622829914,User: 59586601,Benin GLOBE v-School,container: artificial,31NDH583214,167307,GeoJSON,"{'location.locationDetails.stationaryProperties.latitude': '6.52631', 'location.locationDetails.stationaryProperties.longitude': '2.62283'}",Point,"['2.62283', '6.52631']"
504,2.64849,9.33402,GLOBE Observer Mosquito Habitats,Moquito Habitats 59785901,All data on Mosquito Habitats from NA,Sensor,"Mosquito Habitat, NA, NC",9/16/2019 13:52,9/16/2019 0:00,https://data.globe.gov/system/photos/2019/09/16/1204948/original.jpg,2/22/2022 10:18,1,8',,https://www.globe.gov/documents/10157/2592674/GLOBE+Data+User+Guide_v1_final.pdf/863a971d-95c5-4dd9-b75c-46713f019088,User: 59785901,Global Learning and Observations to Benefit the Environment (GLOBE),1,Our Validation method is as follows: 1) GLOBE Observer App has its own validators to ensure the requested data type matches the received value. 2) GLOBE Observer Team validates the photos to ensure they are useful and match the area where the photographer took the photo. 3) Our pre-processing algorithms ensure values entered are appropriate and reasonable. Our code also creates quality assurance flag to allow Users to better summarize the data.,FALSE (Entries with their photos undergoing GLOBE's validation process will have a 'pending' code for their photos. NOTE: Some entries' photos will be listed as 'rejected'. Photos that pass our validation process will include GLOBE's URL to that photo),GLOBE Observer Data Guide: https://www.globe.gov/documents/10157/2592674/GLOBE+Data+User+Guide_v1_final.pdf/863a971d-95c5-4dd9-b75c-46713f019088 (Page 25),research,Mosquito Habitats,Mosquito Habitats as documented by a photo,https://observer.globe.gov/toolkit/mosquito-habitat-mapper-toolkit,,,,NC,31PDL614318,167889,GeoJSON,9.334019661,2.648489952,User: 59785901,Université de Parakou,flowing: still water found next to river or stream,31PDL614318,167889,GeoJSON,"{'location.locationDetails.stationaryProperties.latitude': '9.33402', 'location.locationDetails.stationaryProperties.longitude': '2.64849'}",Point,"['2.64849', '9.33402']"
505,2.19103,7.76949,GLOBE Observer Mosquito Habitats,Moquito Habitats 60092201,All data on Mosquito Habitats from NA,Sensor,"Mosquito Habitat, NA, NC",9/21/2019 14:24,9/21/2019 0:00,https://data.globe.gov/system/photos/2019/09/21/1213525/original.jpg; https://data.globe.gov/system/photos/2019/09/21/1213526/original.jpg; https://data.globe.gov/system/photos/2019/09/21/1213527/original.jpg,2/22/2022 10:18,1,21,,https://www.globe.gov/documents/10157/2592674/GLOBE+Data+User+Guide_v1_final.pdf/863a971d-95c5-4dd9-b75c-46713f019088,User: 60092201,Global Learning and Observations to Benefit the Environment (GLOBE),1,Our Validation method is as follows: 1) GLOBE Observer App has its own validators to ensure the requested data type matches the received value. 2) GLOBE Observer Team validates the photos to ensure they are useful and match the area where the photographer took the photo. 3) Our pre-processing algorithms ensure values entered are appropriate and reasonable. Our code also creates quality assurance flag to allow Users to better summarize the data.,FALSE (Entries with their photos undergoing GLOBE's validation process will have a 'pending' code for their photos. NOTE: Some entries' photos will be listed as 'rejected'. Photos that pass our validation process will include GLOBE's URL to that photo),GLOBE Observer Data Guide: https://www.globe.gov/documents/10157/2592674/GLOBE+Data+User+Guide_v1_final.pdf/863a971d-95c5-4dd9-b75c-46713f019088 (Page 25),research,Mosquito Habitats,Mosquito Habitats as documented by a photo,https://observer.globe.gov/toolkit/mosquito-habitat-mapper-toolkit,,,,NC,31NDJ108589,168582,GeoJSON,7.769489765,2.191030025,User: 60092201,Complexe Catholique Saint Michel de Dassa,container: artificial,31NDJ108589,168582,GeoJSON,"{'location.locationDetails.stationaryProperties.latitude': '7.76949', 'location.locationDetails.stationaryProperties.longitude': '2.19103'}",Point,"['2.19103', '7.76949']"
